"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.537958542E0,-1.490001526E0,5.794450378E-1,1.014814682E1,1.027330254E1
6.547998542E0,-1.477577362E0,6.010002136E-1,1.023885818E1,1.036236715E1
6.558038542E0,-1.452130280E0,5.634283447E-1,1.030726593E1,1.042429205E1
6.568048542E0,-1.473386078E0,4.414320374E-1,1.041728714E1,1.053022318E1
6.578088542E0,-1.495540009E0,3.053649902E-1,1.041968216E1,1.053089094E1
6.588098542E0,-1.528770905E0,1.504371643E-1,1.044078827E1,1.055319058E1
6.598138542E0,-1.533710632E0,1.573228455E-1,1.051323761E1,1.062568510E1
6.608148542E0,-1.578018494E0,3.528163147E-1,1.060679306E1,1.072933739E1
6.618188542E0,-1.625170441E0,5.547463989E-1,1.062191162E1,1.075982941E1
6.628229542E0,-1.613045654E0,6.505471802E-1,1.069765411E1,1.083812398E1
6.638238542E0,-1.528621216E0,6.744973755E-1,1.091560089E1,1.104273392E1
6.648279542E0,-1.436862030E0,6.171665955E-1,1.110241241E1,1.121200377E1
6.658288542E0,-1.304387512E0,4.513114929E-1,1.107486969E1,1.116054871E1
6.668329542E0,-1.280287628E0,1.730401611E-1,1.108714417E1,1.116216131E1
6.678339542E0,-1.381477203E0,-3.113525391E-2,1.112396759E1,1.120946491E1
6.688379542E0,-1.489253082E0,-1.347198486E-3,1.112741043E1,1.122662636E1
6.698419542E0,-1.654659119E0,1.413061523E-1,1.114492401E1,1.126797211E1
6.708429542E0,-1.885479126E0,2.853067017E-1,1.123084534E1,1.139158981E1
6.718469542E0,-2.033970337E0,3.426374817E-1,1.132574799E1,1.151203732E1
6.728479542E0,-1.926194458E0,2.767744446E-1,1.113085327E1,1.129967804E1
6.738519542E0,-2.166744232E0,5.957611084E-2,1.122455841E1,1.143193078E1
6.748559542E0,-2.033670959E0,3.667373657E-2,1.124027573E1,1.142282631E1
6.758569542E0,-1.805844727E0,3.981719971E-2,1.095841187E1,1.110627981E1
6.768610542E0,-1.775607605E0,-4.715194702E-2,1.089629105E1,1.104011613E1
6.778619542E0,-1.735191650E0,9.101074219E-2,1.091155930E1,1.104904065E1
6.788660542E0,-1.735491028E0,2.393522644E-1,1.084060684E1,1.098125563E1
6.798669542E0,-1.838776245E0,2.671943665E-1,1.086874832E1,1.102643102E1
6.808710542E0,-2.068997498E0,2.344125366E-1,1.086710175E1,1.106479102E1
6.818750542E0,-2.105521545E0,2.673440552E-1,1.091904373E1,1.112340819E1
6.828760542E0,-2.072140961E0,3.204835510E-1,1.084225342E1,1.104313982E1
6.838800542E0,-2.026785278E0,2.257305908E-1,1.063493454E1,1.082869547E1
6.848810542E0,-1.816921692E0,1.457968140E-1,1.059930862E1,1.075489677E1
6.858850542E0,-1.505718842E0,2.682421875E-1,1.044168640E1,1.055310182E1
6.868860542E0,-1.290017395E0,4.439767456E-1,1.018556900E1,1.027653035E1
6.878900542E0,-1.265468445E0,6.162684631E-1,1.011865814E1,1.021608730E1
6.888940542E0,-1.306483154E0,7.966433716E-1,1.006177643E1,1.017746942E1
6.898950542E0,-1.302591248E0,9.159452820E-1,9.950408020E0,1.007701937E1
6.908990542E0,-1.404828644E0,8.090675354E-1,9.850116577E0,9.982631436E0
6.919000542E0,-1.529519348E0,6.032455444E-1,9.695937195E0,9.834354717E0
6.929040542E0,-1.573827209E0,4.990621948E-1,9.753417664E0,9.892176266E0
6.939081542E0,-1.541494446E0,2.480342102E-1,9.434431000E0,9.562751402E0
6.949090542E0,-1.330732727E0,-4.986131287E-1,8.683292999E0,8.798809121E0
6.959131542E0,-8.936416626E-1,3.656895447E-1,9.179810486E0,9.230452038E0
6.969160792E0,-1.116528168E0,1.052760773E0,9.769284668E0,9.889077981E0
6.979200792E0,-1.459614716E0,1.168470154E0,1.018482056E1,1.035501653E1
6.989210792E0,-1.299747162E0,1.234782257E0,9.910291443E0,1.007114226E1
6.999250792E0,-1.097667389E0,1.091530151E0,9.340127106E0,9.467538546E0
7.009290792E0,-8.524772644E-1,1.045126648E0,9.312584381E0,9.409741498E0
7.019300792E0,-8.508306885E-1,1.241967316E0,9.620045013E0,9.737128002E0
7.029340792E0,-9.601034546E-1,1.402583313E0,9.780661011E0,9.927253820E0
7.039350792E0,-1.005159760E0,1.307980042E0,9.702972565E0,9.842196631E0
7.049390792E0,-9.851014709E-1,1.073268127E0,9.627080383E0,9.736683526E0
7.059400792E0,-7.755372620E-1,8.425978088E-1,9.444909210E0,9.514081096E0
7.069440792E0,-5.179229736E-1,7.586224365E-1,9.368418274E0,9.413342295E0
7.079481792E0,-4.535568237E-1,7.786807251E-1,9.505084076E0,9.547705523E0
7.089490792E0,-4.170327759E-1,8.720864868E-1,9.507479095E0,9.556495693E0
7.099531792E0,-3.460803223E-1,9.933343506E-1,9.405840454E0,9.464476709E0
7.109540792E0,-3.333567810E-1,1.119222565E0,9.378148041E0,9.450579166E0
7.119581792E0,-3.800596619E-1,1.218316498E0,9.365424500E0,9.451979501E0
7.129590792E0,-5.207670593E-1,1.175954590E0,9.432035980E0,9.519315640E0
7.139631792E0,-6.027964783E-1,1.049317932E0,9.577683105E0,9.653830607E0
7.149671792E0,-4.713697815E-1,1.011147308E0,9.614207153E0,9.678718280E0
7.159681792E0,-4.153862000E-1,1.030606842E0,9.616602173E0,9.680585391E0
7.169721792E0,-4.873864746E-1,1.055604858E0,9.651329956E0,9.721111928E0
7.179731792E0,-5.909710693E-1,1.048419800E0,9.751771088E0,9.825755453E0
7.189771792E0,-6.182144165E-1,9.969268799E-1,9.790241089E0,9.860267382E0
7.199811792E0,-5.182223511E-1,9.419911194E-1,9.731862488E0,9.791069868E0
7.209821792E0,-2.868035889E-1,9.074130249E-1,9.701325989E0,9.747891087E0
7.219861792E0,-1.302291870E-1,8.687933350E-1,9.703421631E0,9.743107966E0
7.229871792E0,-4.984634399E-2,9.395960999E-1,9.811796265E0,9.856808379E0
7.239911792E0,-1.155596924E-1,9.451345825E-1,9.904902649E0,9.950564301E0
7.249921792E0,-2.191442871E-1,9.349557495E-1,9.849517822E0,9.896219874E0
7.259962792E0,-1.574725342E-1,9.912387085E-1,9.757159882E0,9.808645204E0
7.270002792E0,-7.110214233E-2,9.901908875E-1,9.708361359E0,9.758986309E0
7.280012792E0,-1.062789917E-1,9.428892517E-1,9.766590271E0,9.812574631E0
7.290052792E0,-1.625619507E-1,8.837622070E-1,9.778715057E0,9.819914979E0
7.300062792E0,-7.858657837E-2,8.922944641E-1,9.648036804E0,9.689529371E0
7.310102792E0,5.343887329E-2,9.090596008E-1,9.641001434E0,9.683912109E0
7.320112792E0,1.375639343E-1,9.484277344E-1,9.675429840E0,9.722776434E0
7.330152792E0,1.799258423E-1,9.705816650E-1,9.593699799E0,9.644349532E0
7.340192792E0,1.883084106E-1,9.466314697E-1,9.658814392E0,9.706918494E0
7.350202792E0,2.511776733E-1,9.545649719E-1,9.597442017E0,9.648066012E0
7.360242792E0,3.454815674E-1,9.647438049E-1,9.458680573E0,9.514027869E0
7.370252792E0,2.676434326E-1,9.906399536E-1,9.602980499E0,9.657651629E0
7.380292792E0,1.052311707E-1,9.871971130E-1,9.740843811E0,9.791305832E0
7.390333792E0,-6.122268677E-2,9.440867615E-1,9.780211945E0,9.825863510E0
7.400342792E0,7.334747314E-3,8.948391724E-1,9.803413696E0,9.844171425E0
7.410383792E0,2.435435486E-1,9.562115479E-1,9.841434631E0,9.890778007E0
7.420392792E0,3.131488037E-1,1.057251434E0,9.784702606E0,9.846636373E0
7.430433792E0,1.660047913E-1,1.091979218E0,9.760902100E0,9.823196323E0
7.440442792E0,6.092330933E-2,1.022823029E0,9.713600464E0,9.767492645E0
7.450483792E0,7.798782349E-2,8.987310791E-1,9.579778748E0,9.622159867E0
7.460523792E0,1.234931946E-1,8.541238403E-1,9.580078125E0,9.618870775E0
7.470533792E0,1.902543640E-1,8.208929443E-1,9.621691589E0,9.658520124E0
7.480573792E0,1.890568542E-1,8.171507263E-1,9.692344666E0,9.728567362E0
7.490583792E0,1.742376709E-1,8.571176147E-1,9.718689880E0,9.757968147E0
7.500623792E0,1.678010559E-1,8.872050476E-1,9.708511047E0,9.750409055E0
7.510633792E0,1.377136230E-1,9.315129089E-1,9.631271667E0,9.677193564E0
7.520673792E0,1.706451416E-1,9.885443115E-1,9.580227814E0,9.632606323E0
7.530713792E0,1.502874756E-1,1.042881317E0,9.579479370E0,9.637251308E0
7.540723792E0,1.155596924E-1,1.030457153E0,9.504635010E0,9.561029372E0
7.550764792E0,6.601272583E-2,9.815089417E-1,9.552086334E0,9.602607501E0
7.560773792E0,5.298980713E-2,9.448352051E-1,9.611063690E0,9.657539373E0
7.570814792E0,7.229965210E-2,9.605525208E-1,9.582772522E0,9.631065237E0
7.580854792E0,7.499404907E-2,9.777667236E-1,9.548194427E0,9.598420115E0
7.590864792E0,1.178050232E-1,9.424401855E-1,9.534123688E0,9.581314420E0
7.600904792E0,1.772314453E-1,9.340576172E-1,9.538165283E0,9.585430172E0
7.610914792E0,1.483415222E-1,9.755213928E-1,9.601184235E0,9.651755587E0
7.620954792E0,6.840774536E-2,1.009949799E0,9.543703766E0,9.597237091E0
7.630964792E0,-7.783813477E-2,1.031355286E0,9.709858246E0,9.764788767E0
7.641004792E0,-1.031355286E-1,9.446855164E-1,9.748927002E0,9.795133759E0
7.651044792E0,-5.149291992E-2,8.701405334E-1,9.709858246E0,9.748904719E0
7.661054792E0,-2.829116821E-2,8.518785095E-1,9.780511322E0,9.817581123E0
