"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.337061000E0,-1.646575928E-2,-5.284011841E-2,9.672136688E0,9.672295039E0
6.347101000E0,-2.365081787E-2,-2.185455322E-2,9.708960114E0,9.709013517E0
6.357142000E0,-2.155517578E-2,-2.454895020E-2,9.807754669E0,9.807809079E0
6.367151000E0,-2.814147949E-2,-2.589614868E-2,9.898316345E0,9.898390224E0
6.377192000E0,-1.826202393E-2,-4.385879517E-2,9.641749878E0,9.641866925E0
6.387201000E0,-2.170486450E-2,-8.053253174E-2,9.671987000E0,9.672346619E0
6.397242000E0,-1.526824951E-2,-9.550140381E-2,9.885742493E0,9.886215569E0
6.407251000E0,8.382568359E-3,-9.729766846E-2,9.752669220E0,9.753158156E0
6.417292000E0,9.430389404E-3,-8.038284302E-2,9.692644043E0,9.692981939E0
6.427332000E0,2.694396973E-3,-5.508544922E-2,9.777966614E0,9.778122149E0
6.437342000E0,8.083190918E-3,-3.802093506E-2,9.818382568E0,9.818459512E0
6.447382000E0,9.131011963E-3,-2.200424194E-2,9.754016418E0,9.754045512E0
6.457392000E0,-1.017883301E-2,-3.143463135E-2,9.717492371E0,9.717548545E0
6.467432000E0,-2.544708252E-2,-3.876937866E-2,9.781259766E0,9.781369701E0
6.477442000E0,-2.484832764E-2,-4.385879517E-2,9.733658752E0,9.733789280E0
6.487482000E0,-3.397933960E-2,-4.730163574E-2,9.759405212E0,9.759578994E0
6.497492000E0,-2.679428101E-2,-5.029541016E-2,9.730215912E0,9.730382791E0
6.507532000E0,-3.338058472E-2,-4.879852295E-2,9.785750427E0,9.785929030E0
6.517572000E0,-2.784210205E-2,-5.284011841E-2,9.762548676E0,9.762731375E0
6.527582000E0,-1.766326904E-2,-3.951782227E-2,9.752818909E0,9.752914965E0
6.537622000E0,-1.107696533E-2,-3.772155762E-2,9.779463501E0,9.779542524E0
6.547632000E0,-1.496887207E-2,-6.182144165E-2,9.772577820E0,9.772784823E0
6.557673000E0,-1.257385254E-2,-6.900650024E-2,9.759255524E0,9.759507589E0
6.567682000E0,-1.751358032E-2,-7.304809570E-2,9.744885406E0,9.745174926E0
6.577723000E0,-1.736389160E-2,-6.706054688E-2,9.766739960E0,9.766985618E0
6.587763000E0,-1.736389160E-2,-5.792953491E-2,9.778864746E0,9.779051746E0
6.597773000E0,-1.631607056E-2,-4.670288086E-2,9.756561127E0,9.756686548E0
6.607813000E0,-2.080673218E-2,-4.161346436E-2,9.781559143E0,9.781669789E0
6.617823000E0,-1.841171265E-2,-4.849914551E-2,9.783205719E0,9.783343258E0
6.627863000E0,-1.856140137E-2,-5.239105225E-2,9.752519531E0,9.752677917E0
6.637902750E0,-2.514770508E-2,-5.134323120E-2,9.745334473E0,9.745502169E0
6.647942750E0,-8.831634521E-3,-3.472778320E-2,9.758058014E0,9.758123806E0
6.657952750E0,2.993774414E-4,-3.562591553E-2,9.763446808E0,9.763511810E0
6.667992750E0,-8.083190918E-3,-3.053649902E-2,9.754914551E0,9.754965695E0
6.678032750E0,-2.993774414E-4,-3.787124634E-2,9.770781555E0,9.770854953E0
6.688042750E0,-2.784210205E-2,-5.688171387E-2,9.771979065E0,9.772184278E0
6.698082750E0,-5.643264771E-2,-6.511459351E-2,9.776170349E0,9.776550069E0
6.708092750E0,-2.454895020E-2,-6.915618896E-2,9.786498871E0,9.786774003E0
6.718132750E0,-5.388793945E-3,-5.658233643E-2,9.761351166E0,9.761516644E0
6.728142750E0,6.197113037E-2,-3.427871704E-2,9.746382294E0,9.746639588E0
6.738183750E0,4.246669006E-1,3.442840576E-3,9.805209961E0,9.814402489E0
6.748192750E0,8.045768738E-1,-1.347198486E-3,9.874366150E0,9.907091027E0
6.758233750E0,6.815327454E-1,-2.993774414E-3,9.915979614E0,9.939373600E0
6.768273750E0,3.986210632E-1,-5.837860107E-3,9.929152222E0,9.937152342E0
6.778283750E0,1.369651794E-1,4.041595459E-3,9.916728058E0,9.917674686E0
6.788323750E0,2.516267395E-1,5.164260864E-2,9.848919067E0,9.852268255E0
6.798333750E0,3.257226562E-1,1.182540894E-2,9.722881165E0,9.728342779E0
6.808373750E0,-2.050735474E-2,-9.624984741E-2,9.709109802E0,9.709608526E0
6.818383750E0,3.445834351E-1,-8.427474976E-2,9.503437500E0,9.510055956E0
6.828423750E0,1.747615814E0,-8.322692871E-2,9.503736877E0,9.663441540E0
6.838463750E0,9.632469177E-1,-6.105802917E-1,9.734706573E0,9.801283844E0
6.848473750E0,-4.096980286E-1,-1.094673615E0,9.858199768E0,9.927248635E0
6.858513750E0,-7.628137207E-1,-5.433700562E-1,9.897717590E0,9.941928852E0
6.868523750E0,-9.430389404E-3,2.430944824E-1,9.832902374E0,9.835911395E0
6.878563750E0,7.789801025E-1,1.227447510E-1,9.652078400E0,9.684239449E0
6.888573750E0,1.088835754E0,-2.362088013E-1,9.665849762E0,9.729851464E0
6.898613750E0,9.277706909E-1,-2.474354553E-1,9.779912567E0,9.826936073E0
6.908623750E0,5.075944519E-1,4.745132446E-2,9.785750427E0,9.799021134E0
6.918663750E0,-9.026229858E-2,2.457888794E-1,9.789792023E0,9.793292975E0
6.928704750E0,-4.011657715E-2,2.844085693E-1,9.780211945E0,9.784428612E0
6.938714750E0,5.016069031E-1,4.204756165E-1,9.734257507E0,9.756237925E0
6.948754750E0,4.933740234E-1,2.966830444E-1,9.655521240E0,9.672669186E0
6.958764750E0,-3.592529297E-3,-9.280700684E-2,9.763147430E0,9.763589186E0
6.968804750E0,3.353027344E-2,-2.969824219E-1,9.785600739E0,9.790163668E0
6.978814750E0,1.332229614E-2,-1.613644409E-1,9.833201752E0,9.834534694E0
6.988854750E0,2.299218750E-1,6.496490479E-2,9.740095367E0,9.743025314E0
6.998864750E0,2.656974792E-1,-1.032852173E-2,9.758207703E0,9.761829716E0
7.008904750E0,7.860154724E-1,1.122665405E-2,9.708211670E0,9.739985636E0
7.018944750E0,9.273216248E-1,3.442840576E-2,9.709409180E0,9.753652512E0
7.028954750E0,8.770262146E-1,-7.334747314E-2,9.698631592E0,9.738480866E0
7.038994750E0,7.243437195E-1,-3.101550293E-1,9.798773346E0,9.830403301E0
7.049004750E0,5.909710693E-1,-5.502557373E-1,9.870923309E0,9.903895959E0
7.059044750E0,1.743873596E-1,-4.864883423E-1,9.829309845E0,9.842886461E0
7.069054750E0,2.005828857E-2,-1.914518738E-1,9.774523773E0,9.776419137E0
7.079094750E0,2.427951050E-1,-7.424560547E-2,9.784852295E0,9.788145703E0
7.089135750E0,-6.451583862E-2,3.592529297E-3,9.789492645E0,9.789705892E0
7.099144750E0,-4.517605591E-1,6.571334839E-2,9.756561127E0,9.767235580E0
7.109185750E0,-2.880010986E-1,-3.502716064E-2,9.770332489E0,9.774639046E0
7.119194750E0,3.552113342E-1,-1.204994202E-1,9.766889648E0,9.774089656E0
7.129235750E0,5.929170227E-1,-5.448669434E-2,9.754016418E0,9.772172516E0
7.139245750E0,7.360194397E-1,2.305206299E-2,9.696535950E0,9.724457077E0
7.149285750E0,8.756790161E-1,-8.861572266E-2,9.702822876E0,9.742660738E0
7.159295750E0,1.145118713E-1,-2.350112915E-2,9.710007935E0,9.710711579E0
7.169335750E0,-7.774832153E-1,3.977229309E-1,9.718989258E0,9.758146129E0
7.179375750E0,-1.581461334E0,2.088157654E-1,9.755662994E0,9.885220505E0
7.189385750E0,-1.260678406E0,-1.675016785E-1,9.827214203E0,9.909162722E0
7.199425750E0,-6.948550415E-1,-2.209405518E-1,9.747280426E0,9.774513490E0
7.209435750E0,-1.034349060E-1,-1.640588379E-1,9.766290894E0,9.768216413E0
7.219475750E0,3.173400879E-1,-1.483415222E-1,9.773925018E0,9.780200417E0
7.229485750E0,3.263214111E-1,-7.978408813E-2,9.756261749E0,9.762043561E0
7.239525750E0,1.073268127E-1,2.559677124E-2,9.722432098E0,9.723058168E0
7.249535750E0,-4.694238281E-1,-1.300794983E-1,9.737700348E0,9.749876280E0
7.259575750E0,-4.296066284E-1,-3.100053406E-1,9.708061981E0,9.722506498E0
7.269616750E0,-8.622070312E-2,-2.356100464E-1,9.699829102E0,9.703073261E0
7.279625750E0,2.721340942E-1,-1.658551025E-1,9.703421631E0,9.708653677E0
7.289666750E0,8.714877319E-1,-3.673361206E-1,9.760752411E0,9.806462885E0
7.299675750E0,1.089284821E0,-6.117778015E-1,9.825417938E0,9.904526801E0
7.309716750E0,1.188079376E0,-6.204597473E-1,9.818232880E0,9.909298652E0
7.319725750E0,6.734495544E-1,-3.932322693E-1,9.830507355E0,9.861391422E0
7.329766750E0,-3.134481812E-1,-4.082011414E-1,9.887838135E0,9.901223203E0
7.339806750E0,2.395019531E-2,-2.393522644E-1,9.735305328E0,9.738276693E0
7.349816750E0,4.442761230E-1,2.245330811E-3,9.787546692E0,9.797625047E0
7.359856750E0,3.607498169E-1,-1.176553345E-1,9.847122803E0,9.854431019E0
7.369866750E0,6.167175293E-2,-5.014572144E-2,9.809401245E0,9.809723278E0
7.379906750E0,-1.245410156E-1,1.011895752E-1,9.767189026E0,9.768507115E0
7.389916750E0,1.565744019E-1,2.179467773E-1,9.712552643E0,9.716259320E0
7.399956750E0,5.914201355E-1,3.460803223E-1,9.692494354E0,9.716686481E0
7.409966750E0,1.126707001E0,4.320016479E-1,9.666298828E0,9.741325737E0
7.420006750E0,1.172062683E0,3.529660034E-1,9.710906067E0,9.787748085E0
7.430047750E0,1.023721161E0,1.505868530E-1,9.729168091E0,9.784037671E0
7.440056750E0,1.387764130E0,9.834548950E-2,9.764344940E0,9.862960672E0
7.450097750E0,1.914369049E0,-2.519261169E-1,9.855655060E0,1.004301809E1
7.460106750E0,1.022523651E0,-5.776487732E-1,9.766889648E0,9.837243828E0
7.470147750E0,-6.298901367E-1,-4.451742554E-1,9.756860504E0,9.787301395E0
7.480156750E0,-1.676962738E0,-8.951385498E-2,9.821825409E0,9.964360046E0
7.490197750E0,-7.870632935E-1,1.643582153E-1,9.867031403E0,9.899736913E0
7.500206750E0,-5.046006775E-1,-7.783813477E-2,9.842183075E0,9.855417206E0
7.510247750E0,-1.328188019E0,-3.534150696E-1,9.829459534E0,9.925082385E0
7.520287750E0,-2.113455048E0,-2.100132751E-1,9.831854553E0,1.005863618E1
7.530297750E0,-2.352208557E0,1.648072815E-1,9.751771088E0,1.003280050E1
7.540337750E0,-1.294957123E0,4.944218445E-1,9.580377502E0,9.680134297E0
7.550347750E0,3.998185730E-1,6.933581543E-1,9.615853729E0,9.649105832E0
7.560387750E0,1.345102844E0,4.908293152E-1,9.652976532E0,9.758594725E0
7.570397750E0,1.360520782E0,1.049317932E-1,9.638007660E0,9.734126521E0
7.580437750E0,7.743397522E-1,-1.779798889E-1,9.761800232E0,9.794081001E0
7.590477750E0,2.389031982E-1,-3.053649902E-1,9.815089417E0,9.822744157E0
7.600487750E0,4.565505981E-1,-3.225791931E-1,9.862840118E0,9.878669495E0
7.610527750E0,4.248165894E-1,-6.297404480E-1,9.918823700E0,9.947869408E0
7.620537750E0,2.174977112E-1,-1.043480072E0,9.814790039E0,9.872500161E0
7.630598792E0,-8.482859802E-1,-1.225202179E0,9.641151123E0,9.755639623E0
7.640607792E0,-1.141077118E0,-4.968168640E-1,9.607171783E0,9.687447221E0
7.650648792E0,-5.361849976E-1,1.538800049E-1,9.727970581E0,9.743951202E0
7.660657792E0,-7.424560547E-2,9.550140381E-2,9.783654785E0,9.784402582E0
7.670698792E0,-6.201603699E-1,-3.122506714E-1,9.794881439E0,9.819460361E0
7.680738792E0,-1.562750244E0,-5.611830139E-1,9.787696381E0,9.927543258E0
7.690748792E0,-1.382824402E0,-2.695893860E-1,9.831405487E0,9.931838481E0
7.700788792E0,-9.879455566E-1,1.276844788E-1,9.782008209E0,9.832600081E0
7.710798792E0,-4.225712585E-1,2.445913696E-1,9.745184784E0,9.757408359E0
7.720838792E0,4.093986511E-1,2.448907471E-1,9.708511047E0,9.720224560E0
7.730848792E0,1.153351593E0,2.957849121E-1,9.696086884E0,9.768920589E0
7.740888792E0,1.415606232E0,3.086581421E-1,9.752968597E0,9.860000371E0
7.750898792E0,9.069639587E-1,2.993774414E-4,9.784103851E0,9.826050676E0
7.760938792E0,-7.274871826E-2,-2.540217590E-1,9.762249298E0,9.765824634E0
7.770978792E0,-7.604187012E-1,-2.246827698E-1,9.737251282E0,9.769482150E0
7.780988792E0,-6.851252747E-1,-1.772314453E-1,9.718989258E0,9.744719587E0
7.791028792E0,-6.176156616E-1,-1.350192261E-1,9.729916534E0,9.750433583E0
7.801038792E0,-5.218148804E-1,-4.595443726E-2,9.788444824E0,9.802451462E0
7.811078792E0,-3.547622681E-1,-1.969903564E-1,9.811047821E0,9.819435870E0
7.821088792E0,-1.691482544E-1,-2.564167786E-1,9.790540466E0,9.795358254E0
7.831129792E0,3.487747192E-2,-1.619631958E-1,9.755213928E0,9.756620691E0
7.841169792E0,-3.276686096E-1,-1.574725342E-1,9.724228363E0,9.731021610E0
7.851179792E0,-6.044430542E-1,-2.502795410E-1,9.717043304E0,9.739041115E0
7.861219792E0,-8.530760193E-1,-2.814147949E-1,9.716893616E0,9.758327445E0
7.871229792E0,-9.460327148E-1,-8.247848511E-2,9.752818909E0,9.798941640E0
7.881269792E0,-9.478289795E-1,-9.580078125E-3,9.749076691E0,9.795048130E0
7.891279792E0,-7.553292847E-1,-6.436614990E-2,9.746082916E0,9.775520321E0
7.901319792E0,-5.704637146E-1,-5.777984619E-2,9.767189026E0,9.784004744E0
7.911329792E0,-6.712042236E-1,-1.145118713E-1,9.766889648E0,9.790595563E0
7.921369792E0,-7.665559387E-1,-3.076103210E-1,9.756261749E0,9.791163130E0
7.931409792E0,-7.361691284E-1,-2.953358459E-1,9.761800232E0,9.793973250E0
7.941419792E0,-8.463400269E-1,-3.225791931E-1,9.817035370E0,9.858728733E0
7.951459792E0,-7.186555481E-1,-2.395019531E-1,9.734257507E0,9.763687633E0
7.961469792E0,-2.757266235E-1,-9.250762939E-2,9.718390503E0,9.722741218E0
7.971509792E0,4.797523499E-1,1.781295776E-1,9.726024628E0,9.739478812E0
7.981519792E0,1.263073425E0,2.890489197E-1,9.702074432E0,9.788214957E0
7.991559792E0,1.122665405E0,2.023791504E-1,9.745334473E0,9.811874383E0
8.001569792E0,6.836283875E-1,-3.457809448E-2,9.832752686E0,9.856549538E0
8.011609792E0,1.969903564E-1,-2.466870117E-1,9.810299377E0,9.815377403E0
8.021650792E0,-2.658471680E-1,-3.110531616E-1,9.755662994E0,9.764240331E0
8.031660792E0,-5.312452698E-1,-2.258802795E-1,9.722132721E0,9.739256033E0
8.041700792E0,-7.438032532E-1,-1.163081360E-1,9.708960114E0,9.738104402E0
8.051710792E0,-6.625222778E-1,-8.442443848E-2,9.699679413E0,9.722645934E0
8.061750792E0,-1.892065430E-1,-1.212478638E-2,9.738149414E0,9.739994874E0
8.071760792E0,3.695814514E-1,5.044509888E-2,9.786349182E0,9.793455237E0
8.081800792E0,7.533833313E-1,9.131011963E-3,9.795929260E0,9.824861317E0
8.091840792E0,1.054407349E0,-1.014889526E-1,9.824370117E0,9.881311809E0
8.101850792E0,1.336121521E0,-1.727407837E-1,9.842781830E0,9.934556570E0
8.111890792E0,1.268312531E0,-2.168989563E-1,9.824220428E0,9.908126405E0
8.121900792E0,4.599934387E-1,-3.920347595E-1,9.857601013E0,9.876111732E0
8.131940792E0,-1.317260742E-2,-3.267704773E-1,9.743987274E0,9.749473856E0
8.141950792E0,3.849993896E-1,-2.200424194E-1,9.762848053E0,9.772913859E0
8.151990792E0,7.818241882E-1,-2.176473999E-1,9.761201477E0,9.794879975E0
8.162000792E0,6.056405640E-1,-3.553610229E-1,9.698182526E0,9.723570653E0
8.172040792E0,3.083587646E-1,-3.921844482E-1,9.657018127E0,9.669896219E0
8.182081792E0,2.697390747E-1,-2.390528870E-1,9.676926727E0,9.683636524E0
8.192090792E0,3.240760803E-1,-9.699829102E-2,9.730964355E0,9.736842469E0
8.202131792E0,2.198927307E-1,-5.508544922E-2,9.743837585E0,9.746474137E0
8.212140792E0,-2.622546387E-1,9.595046997E-2,9.750723267E0,9.754721329E0
8.222181792E0,-9.180409241E-1,2.287243652E-1,9.768835602E0,9.814543443E0
8.232191792E0,-1.178199921E0,2.326162720E-1,9.739945679E0,9.813705070E0
8.242231792E0,-1.240769806E0,1.573228455E-1,9.757010193E0,9.836844417E0
8.252241792E0,-1.121617584E0,7.574249268E-2,9.730365601E0,9.795089466E0
8.262281792E0,-1.160237274E0,3.847000122E-2,9.731862488E0,9.800855981E0
8.272321792E0,-1.219214630E0,-3.382965088E-2,9.743238831E0,9.819283664E0
8.282331792E0,-1.138682098E0,-1.103205872E-1,9.733509064E0,9.800508469E0
8.292371792E0,-1.300196228E0,-1.633103943E-1,9.713600464E0,9.801592447E0
8.302381792E0,-1.864223328E0,-2.957849121E-1,9.711804199E0,9.893531126E0
8.312421792E0,-2.065404968E0,-3.806584167E-1,9.723779297E0,9.947998911E0
8.322431792E0,-1.472338257E0,-2.639012146E-1,9.740843811E0,9.855022169E0
8.332471792E0,-5.692662048E-1,-1.240919495E-1,9.748777313E0,9.766172327E0
8.342512792E0,-2.037263489E-1,-7.349716187E-2,9.767039337E0,9.769440295E0
8.352521792E0,-1.432521057E-1,-7.753875732E-2,9.766739960E0,9.768098222E0
8.362562792E0,-1.585203552E-1,-8.726852417E-2,9.765841827E0,9.767518165E0
8.372571792E0,-2.094145203E-1,-1.032852173E-1,9.772128754E0,9.774918038E0
8.382612792E0,-2.800675964E-1,-1.622625732E-1,9.770931244E0,9.776290931E0
8.392621792E0,-2.270777893E-1,-1.895059204E-1,9.787097626E0,9.791565592E0
8.402662792E0,-1.538800049E-1,-1.675016785E-1,9.799671478E0,9.802310796E0
8.412671792E0,-1.284329224E-1,-1.252894592E-1,9.828411713E0,9.830049301E0
8.422712792E0,-1.019380188E-1,-6.990463257E-2,9.833950195E0,9.834726964E0
8.432752792E0,-9.265731812E-2,-1.826202393E-2,9.809251556E0,9.809706162E0
8.442762792E0,-7.035369873E-3,-5.388793945E-3,9.571545868E0,9.571549970E0
8.452802792E0,-1.272354126E-2,-3.592529297E-2,9.448801117E0,9.448877979E0
8.462812792E0,-9.265731812E-2,-1.062789917E-2,9.825717316E0,9.826159937E0
8.472852792E0,1.871109009E-2,-6.735992432E-3,9.795629883E0,9.795650069E0
8.482862792E0,-2.544708252E-2,-6.541397095E-2,9.887987823E0,9.888236938E0
8.492902792E0,5.538482666E-3,-1.067280579E-1,9.655820618E0,9.656412033E0
8.502912792E0,-1.571731567E-2,-1.291813660E-1,9.706565094E0,9.707437395E0
8.512952792E0,-4.849914551E-2,-1.657054138E-1,9.803413696E0,9.804933990E0
8.522993792E0,-3.263214111E-2,-1.435514832E-1,9.775122528E0,9.776230988E0
8.533002792E0,-1.167572021E-2,-9.355545044E-2,9.766141205E0,9.766596284E0
8.543043792E0,4.939727783E-3,-4.775070190E-2,9.766440582E0,9.766558564E0
8.553052792E0,1.691482544E-2,-2.514770508E-2,9.782606964E0,9.782653911E0
8.563093792E0,2.604583740E-2,5.987548828E-4,9.770931244E0,9.770965977E0
8.573102792E0,2.544708252E-2,-7.484436035E-4,9.761500854E0,9.761534052E0
8.583143792E0,6.137237549E-3,-1.856140137E-2,9.762249298E0,9.762268873E0
8.593183792E0,-2.245330811E-3,-3.038681030E-2,9.761800232E0,9.761847785E0
8.603193792E0,1.796264648E-3,-5.029541016E-2,9.766590271E0,9.766719939E0
8.613233792E0,7.484436035E-3,-5.538482666E-2,9.766590271E0,9.766750177E0
8.623243792E0,1.496887207E-2,-6.631210327E-2,9.755662994E0,9.755899847E0
8.633303750E0,1.332229614E-2,-6.511459351E-2,9.756261749E0,9.756488134E0
8.643313750E0,1.137634277E-2,-6.002517700E-2,9.768536224E0,9.768727267E0
8.653353750E0,8.831634521E-3,-6.496490479E-2,9.782157898E0,9.782377603E0
8.663363750E0,3.592529297E-3,-6.915618896E-2,9.759554901E0,9.759800580E0
8.673403750E0,-1.407073975E-2,-8.397537231E-2,9.735604706E0,9.735977036E0
8.683443750E0,-2.409988403E-2,-7.978408813E-2,9.749376068E0,9.749732305E0
8.693453750E0,-2.050735474E-2,-6.750961304E-2,9.775870972E0,9.776125580E0
8.703493750E0,-1.871109009E-2,-5.987548828E-2,9.767039337E0,9.767240787E0
8.713503750E0,-1.017883301E-2,-6.391708374E-2,9.752968597E0,9.753183350E0
8.723544750E0,-8.532257080E-3,-5.373825073E-2,9.766141205E0,9.766292778E0
8.733553750E0,-0.000000000E0,-5.463638306E-2,9.768685913E0,9.768838703E0
8.743594750E0,1.945953369E-3,-6.197113037E-2,9.755213928E0,9.755410960E0
8.753603750E0,1.466949463E-2,-6.376739502E-2,9.763746185E0,9.763965437E0
8.763644750E0,1.317260742E-2,-5.179229736E-2,9.754166107E0,9.754312503E0
8.773684750E0,1.586700439E-2,-3.981719971E-2,9.748927002E0,9.749021226E0
8.783694750E0,9.131011963E-3,-4.191284180E-2,9.760003967E0,9.760098232E0
8.793734750E0,3.891906738E-3,-3.652404785E-2,9.767488403E0,9.767557467E0
8.803744750E0,-8.831634521E-3,-3.263214111E-2,9.759554901E0,9.759613451E0
8.813784750E0,-1.601669312E-2,-4.191284180E-2,9.755213928E0,9.755317115E0
8.823794750E0,-2.245330811E-2,-4.954696655E-2,9.751322021E0,9.751473746E0
8.833834750E0,-1.945953369E-2,-5.194198608E-2,9.767338715E0,9.767496210E0
8.843844750E0,-8.981323242E-3,-5.763015747E-2,9.775421906E0,9.775595907E0
8.853884750E0,-7.484436035E-4,-6.780899048E-2,9.755213928E0,9.755449626E0
8.863924750E0,5.987548828E-3,-5.822891235E-2,9.749226379E0,9.749402107E0
8.873934750E0,2.350112915E-2,-5.284011841E-2,9.756860504E0,9.757031889E0
8.883974750E0,2.215393066E-2,-5.463638306E-2,9.752070465E0,9.752248678E0
8.893984750E0,2.035766602E-2,-6.721023560E-2,9.758058014E0,9.758310707E0
8.904025750E0,1.945953369E-2,-6.047424316E-2,9.758507080E0,9.758713862E0
8.914034750E0,1.392105103E-2,-5.194198608E-2,9.760752411E0,9.760900542E0
8.924075750E0,1.107696533E-2,-6.032455444E-2,9.744136963E0,9.744329987E0
8.934115750E0,-2.185455322E-2,-7.200027466E-2,9.787247314E0,9.787536547E0
8.944125750E0,-3.113525391E-2,-7.708969116E-2,9.778415680E0,9.778769117E0
8.954165750E0,-1.616638184E-2,-7.364685059E-2,9.754016418E0,9.754307843E0
8.964175750E0,-1.407073975E-2,-7.634124756E-2,9.771529999E0,9.771838337E0
8.974215750E0,-1.826202393E-2,-7.065307617E-2,9.750423889E0,9.750696969E0
8.984225750E0,1.047821045E-3,-5.748046875E-2,9.737850037E0,9.738019739E0
8.994265750E0,-2.245330811E-3,-3.682342529E-2,9.752519531E0,9.752589308E0
9.004275750E0,5.688171387E-3,-3.832031250E-2,9.794731750E0,9.794808363E0
9.014315750E0,-1.167572021E-2,-3.008743286E-2,9.766590271E0,9.766643594E0
9.024355750E0,1.047821045E-3,-4.041595459E-2,9.734706573E0,9.734790528E0
9.034365750E0,-2.275268555E-2,-5.209167480E-2,9.771979065E0,9.772144395E0
9.044405750E0,-1.197509766E-2,-6.586303711E-2,9.781110077E0,9.781339156E0
9.054415750E0,3.891906738E-3,-6.990463257E-2,9.727970581E0,9.728222522E0
9.064455750E0,1.796264648E-3,-7.589218140E-2,9.744436340E0,9.744732035E0
9.074465750E0,1.152603149E-2,-7.514373779E-2,9.782606964E0,9.782902353E0
9.084505750E0,1.257385254E-2,-5.239105225E-2,9.749525757E0,9.749674631E0
9.094515750E0,1.242416382E-2,-5.777984619E-2,9.734107819E0,9.734287231E0
9.104556750E0,1.242416382E-2,-6.301895142E-2,9.754315796E0,9.754527277E0
9.114596750E0,8.232879639E-3,-5.194198608E-2,9.756411438E0,9.756553177E0
9.124606750E0,7.933502197E-3,-5.523513794E-2,9.753267975E0,9.753427605E0
9.134646750E0,-1.047821045E-3,-5.583389282E-2,9.771380310E0,9.771539883E0
9.144656750E0,-1.317260742E-2,-6.541397095E-2,9.771979065E0,9.772206882E0
9.154696750E0,-1.137634277E-2,-6.930587769E-2,9.744586029E0,9.744839127E0
9.164706750E0,-5.239105225E-3,-7.200027466E-2,9.770332489E0,9.770599185E0
9.174746750E0,-1.496887207E-4,-6.316864014E-2,9.781858521E0,9.782062483E0
9.184786750E0,1.347198486E-2,-5.777984619E-2,9.745035095E0,9.745215699E0
9.194796750E0,-5.987548828E-4,-4.281097412E-2,9.755213928E0,9.755307885E0
9.204836750E0,-4.041595459E-3,-2.679428101E-2,9.777667236E0,9.777704784E0
9.214846750E0,-1.930984497E-2,-2.290237427E-2,9.765692139E0,9.765738085E0
9.224886750E0,-4.819976807E-2,-3.682342529E-2,9.740993500E0,9.741182348E0
9.234896750E0,-2.290237427E-2,-3.502716064E-2,9.738897858E0,9.738987776E0
9.244936750E0,6.466552734E-2,-1.212478638E-2,9.797426147E0,9.797647052E0
9.254946750E0,4.745132446E-2,-2.933898926E-2,9.808952179E0,9.809110829E0
9.264986750E0,-1.526824951E-2,-3.787124634E-2,9.787995758E0,9.788080931E0
9.275027750E0,-1.023870850E-1,-1.013392639E-1,9.851164398E0,9.852217657E0
9.285036750E0,-1.052311707E-1,-1.646575928E-1,9.884694672E0,9.886626041E0
9.295077750E0,-5.822891235E-2,-1.734892273E-1,9.900561676E0,9.902252805E0
9.305087750E0,-1.634600830E-1,-1.392105103E-1,1.000699036E1,1.000929342E1
9.315127750E0,-4.520599365E-2,-6.750961304E-2,9.974507904E0,9.974838799E0
9.325137750E0,5.777984619E-2,-2.784210205E-2,9.728269958E0,9.728481386E0
9.335177750E0,1.648072815E-1,3.802093506E-2,9.867181091E0,9.868630590E0
9.345187750E0,4.767585754E-1,7.140151978E-2,9.891430664E0,9.903171083E0
9.355227750E0,4.510121155E-1,-2.784210205E-2,9.945318604E0,9.955578800E0
9.365267750E0,2.775228882E-1,-1.475930786E-1,1.011326935E1,1.011815297E1
9.375277750E0,5.029541016E-2,-1.779798889E-1,9.739646301E0,9.741402186E0
9.385317750E0,-2.793191528E-1,-2.631527710E-1,9.571246490E0,9.578936682E0
9.395327750E0,-2.751278687E-1,-3.097059631E-1,1.012644196E1,1.013491193E1
9.405367750E0,-3.778143311E-1,-2.781216431E-1,9.492809601E0,9.504395269E0
9.415377750E0,-1.640588379E-1,-3.670367432E-1,9.022787018E0,9.031739414E0
9.425417750E0,1.279838562E-1,-2.113604736E-1,9.554780731E0,9.557975096E0
9.435458750E0,-4.715194702E-2,-2.484832764E-1,9.751322021E0,9.754601397E0
9.445467750E0,1.062789917E-1,-2.270777893E-1,9.555529175E0,9.558817780E0
9.455508750E0,-1.511856079E-2,-3.421884155E-1,9.520202637E0,9.526362355E0
9.465517750E0,-1.431024170E-1,-3.483256531E-1,9.516759796E0,9.524207373E0
9.475558750E0,6.077362061E-2,-1.799258423E-1,9.622140656E0,9.624014627E0
9.485567750E0,7.334747314E-3,-3.188369751E-2,9.642348633E0,9.642404136E0
9.495608750E0,1.077758789E-1,2.177970886E-1,9.896969147E0,9.899951995E0
9.505618750E0,-2.260299683E-1,-4.894821167E-1,9.784702606E0,9.799545264E0
9.515658750E0,2.790197754E-1,-5.403762817E-1,9.991722107E0,1.001021325E1
9.525698750E0,1.791773987E-1,-1.830693054E-1,1.011087433E1,1.011411878E1
9.535708750E0,7.544311523E-2,-1.383123779E-1,1.008378067E1,1.008501138E1
9.545748750E0,1.049317932E-1,-2.118095398E-1,1.006312363E1,1.006589942E1
9.555758750E0,1.945953369E-2,-4.158352661E-1,9.865085449E0,9.873864925E0
